,shop_name,review,stars
118,Vintage Heart Coffee,""" 11/27/2015 Listed in Coffee Shops Saturday",1:30 PM.  Quickie: + Drink quality + Friendly staff + Fast wi-fi + Quick turnaround + Cleanliness + Spacious  And then...? Vintage is a good place to get some work done. Good beverage quality too!  ********** Got my drank on:  1. Iced latte    + Bold
119,Vintage Heart Coffee,3/28/2016 1 check-in Yum!!! Came here straight off the plane to get some caffeine in my system. Was great coffee and friendly service. Seemed like a great place to either grab some coffee to go or post up for a while.,5.0 star rating
120,Vintage Heart Coffee,4/18/2016 2 check-ins This is always such a nice stop before/after a visit to Takoba. It's never crowded and the quality of their coffee is just so top notch.,5.0 star rating
121,Vintage Heart Coffee,""" 2/25/2015 26 check-ins Listed in Austin Espresso Essentials The Location: Looks like your average Austin hipster coffee joint- next to a couple food trucks",graffiti art
122,Vintage Heart Coffee,""" 2/25/2015 2 check-ins Listed in comfy",cozy
123,Vintage Heart Coffee,""" 8/22/2015 4 check-ins Vintage heart took my heart for three reasons 1. The place is stunning inside. Think modern with a vintage feel that is nice and bright. 2. Available parking: While there are only maybe 6 spots in total",it's still is something and I was able to find parking quickly during my visit. 3. The staff: they go beyond expectations and make great coffee 4.Simple menu
124,Vintage Heart Coffee,""" 2/19/2015 45 check-ins Hands down one of my favorite coffee shops in Austin. It's a small place","but I normally come in the mornings and it isn't that crowded. I love the ambience in this place. It's very conducive to studying and the baristas are so nice.  I would highly recommend the lavender latte or vanilla latte. You will NOT be disappointed! The cortado is also really good!  The only downside is that parking can be tricky here. There's a very small parking lot. I believe there are three spots in the front and a few more in the back. Just try to come when it's not busy and you should be fine. Vanilla latte. """
125,Vintage Heart Coffee,""" 8/25/2015 6 check-ins Vintage Heart is one of my staple places to go. It's never packed but often has a lively energy with people chatting",working
126,Vintage Heart Coffee,""" 4/10/2016 Internet was pretty fast",my vanilla latte was really good. The syrups are homemade which made the experience even better! My boyfriend got the cold brew
127,Vintage Heart Coffee,""" 3/24/2016 Updated review 16 check-ins Updating only to say that Monica and Courtney are the sweetest baristas around!  They both know my """"usual!""""  Such a great neighborhood spot! """,5.0 star rating
128,Vintage Heart Coffee,""" 1/27/2016 The first day I tried this place out I went up to order some tea",Barrista was not rude
129,Vintage Heart Coffee,""" 1/10/2015 I wanted to go to Vintage Heart because they brew Third Coast coffee",which is my favorite in town. I was not at all disappointed.  Beautiful
130,Vintage Heart Coffee,""" 9/2/2016 Great coffee",nice atmosphere
131,Vintage Heart Coffee,9/4/2016 This is my go to coffee shop. I stop here at least 5 times a week before heading into work. Super friendly staff and great coffee.  The aroma of coffee permeates throughout the building and the smell alone is enough to help wake me up and get my day going.,5.0 star rating
132,Vintage Heart Coffee,""" 5/26/2016 This place is soooo rockin! The staff are always friendly and setting makes it very comfortable to work",sip
133,Vintage Heart Coffee,8/21/2016 1 check-in Only had a cup of cold brew. Nothing special but solid. My issue was the place smells like the restroom or some kind of bleach.,3.0 star rating
134,Vintage Heart Coffee,""" 10/18/2016 Really cute","very quiet... almost too quiet.  Reasonable prices and a damn good latte.  Parking is limited but during the day it is easy to find street parking. """
135,Vintage Heart Coffee,""" 1/22/2015 1 check-in Take a break from starbucks and try a more intimate setting.  Open space",simple
136,Vintage Heart Coffee,""" 12/10/2015 5 check-ins This place is so cute!  Given that this is finals season for UT students",I expected to have issues finding a seat or parking
137,Vintage Heart Coffee,3/20/2016 I found this unique coffee shop close to my house.  I got the iced vanilla latte with a turkey cheese croissant.  Perfect & on point.  Both workers super friendly & helpful. Free WiFi is a plus.  I will be back!,5.0 star rating
138,Vintage Heart Coffee,""" 1/4/2016 The name says it all.  I ordered a chai tea latte. Yes","I made sure to check with the barista that the latte was not simply a """"chai tea"""" powder with milk. They make it from scratch and it really shows.  The quality of product was matched by the friendliness of the barista. She was helpful and warm.  And of course"
139,Vintage Heart Coffee,7/24/2016 1 check-in Smooth delicious cold brew. So good. Did I mention smooth? Like without cream and sugar or syrup it was so smooth. wholehearted 5 stars just on that!,5.0 star rating
140,Vintage Heart Coffee,""" 3/5/2016 Cute little placed hidden away in plain sight on E 7th (the sign isn't hanging",so you'll need to look for the address). We stopped in during a Saturday morning walk and were pleasantly surprised with the friendly service
141,Vintage Heart Coffee,""" 3/17/2016 Beautiful place","nice vibes and super nice people working. I swear on my life I love this place! So artsy and vibey I love this so much the jars are super cute Moms cold brew See all photos from Diana D. for Vintage Heart Coffee """
142,Vintage Heart Coffee,""" 7/24/2016 1 check-in Sometimes I feel like I give out 5 stars a little too. Easily. But what can I say",when there's and amazing cold brew coffee
143,Vintage Heart Coffee,""" 3/20/2016 Was visiting Austin for SXSW and luckily discovered this place. I've never felt more welcome and comfortable away from home. The music isn't too loud and isn't the top 40 hit garbage often heard in coffee shops. (Alabama Shakes was playing during my last visit.) The customer service exceeded my expectations which is rare. These aren't the average millennial baristas who seem to hate themselves and their jobs. These baristas seem genuinely happy and devoted to making sure you get what you need. Places like this are bittersweet because it makes me painfully aware that there aren't any coffee shops as good as this one where I'm from.  Oh",and the wifi is fast
144,Vintage Heart Coffee,""" 7/12/2016 Coffee is good; got an iced soy latte and a regular hot latte. Nothing surprisingly good. Maybe need to try the special flavors. Barista had a nonchalant expression","wish she had given me a smile instead. """
145,Vintage Heart Coffee,""" 7/10/2016 This is my new favorite coffee shop in Austin. Really. Clean",quaint
146,Vintage Heart Coffee,""" 12/30/2015 Pretty good latte and cappuccino here. I came in twice",and the first time the coffee was great
147,Vintage Heart Coffee,""" 5/24/2015 Hmm",I'm kind of split on 3 or 4 stars here. Why 3 stars: the coffee was just okay. I went with yelp recommendations and ordered the iced vanilla latte. Super cute in the mason jar
148,Vintage Heart Coffee,""" 7/8/2016 Great coffee",convenient location and the most friendly Baristas. I've been coming here for two years and it's my favorite coffee shop in Austin. The owner Mallory always looks for feedback and really cares about the customers. If you work remote
149,Vintage Heart Coffee,""" 9/19/2015 1 check-in Darn good espresso",had the Cortado and it was exactly as it was supposed to be
150,Vintage Heart Coffee,""" 10/5/2015 I came here a while ago but I forgot to post a review...  This place is really pretty! The coffee was good and the environment was good. However",it loses a couple of stars because the AC was pretty weak and I started to sweat until I couldn't take it anymore...I'm sure it's been fixed now
151,Vintage Heart Coffee,""" 7/5/2016 Small",minimally decorated location with a rough parking situation. The service is efficient and friendly. Must try the lavender latte! I got mine iced
152,Vintage Heart Coffee,""" 8/30/2015 Great drinks in a nice space.  Music is light so it's easy to get some work done or converse with friends.  If only the pastries were better.  Twice now I have had the brownie and it is clearly from a box :(  I just assume if they are slacking on one pastry","they are slacking on them all.  Will come here for coffee and work though :)  Just not if I'm hungry. """
